-2.084235101938247681e-01,1.095543384552001953e+00,-5.415593385696411133e-01,-5.090755224227905273e-01,-5.671364665031433105e-01,8.677969574928283691e-01,4.560386836528778076e-01,1.219151377677917480e+00,1.156886935234069824e+00,1.045585513114929199e+00
-2.205612361431121826e-01,1.065539717674255371e+00,-8.080353140830993652e-01,-3.398658037185668945e-01,-7.524273395538330078e-01,1.045285105705261230e+00,8.055896759033203125e-01,1.218704938888549805e+00,1.414906501770019531e+00,1.385323643684387207e+00
-1.897017508745193481e-01,9.475885033607482910e-01,-6.584640145301818848e-01,-6.034414172172546387e-01,-5.150821805000305176e-01,1.177350878715515137e+00,5.342574715614318848e-01,1.339338421821594238e+00,1.240406990051269531e+00,1.138809442520141602e+00
-4.270292520523071289e-01,9.943975210189819336e-01,-5.408909320831298828e-01,-4.446351826190948486e-01,-6.845530867576599121e-01,8.417538404464721680e-01,5.198432803153991699e-01,1.032972216606140137e+00,8.901606202125549316e-01,9.760493636131286621e-01
-2.791032493114471436e-01,9.614756703376770020e-01,-5.619243979454040527e-01,-5.477091073989868164e-01,-7.254900932312011719e-01,1.235888838768005371e+00,6.463841199874877930e-01,1.208642244338989258e+00,1.366320848464965820e+00,1.278561234474182129e+00
-2.089080810546875000e-01,9.820667505264282227e-01,-4.771438837051391602e-01,-5.343036055564880371e-01,-5.860931873321533203e-01,8.989235758781433105e-01,3.434670567512512207e-01,1.099726796150207520e+00,8.962811231613159180e-01,1.018106698989868164e+00
-1.907486617565155029e-01,9.487516880035400391e-01,-4.255170822143554688e-01,-3.366522192955017090e-01,-6.827843189239501953e-01,1.360433936119079590e+00,4.968562424182891846e-01,1.347823858261108398e+00,1.438295722007751465e+00,1.348628640174865723e+00
-4.335999488830566406e-01,1.265301465988159180e+00,-7.761302590370178223e-01,-6.013776063919067383e-01,-6.850692033767700195e-01,1.194548964500427246e+00,8.205234408378601074e-01,1.313619017601013184e+00,1.145964622497558594e+00,1.252038478851318359e+00
-2.046755254268646240e-01,1.078247189521789551e+00,-6.051835417747497559e-01,-4.627527296543121338e-01,-4.785602986812591553e-01,1.061392307281494141e+00,5.149328112602233887e-01,1.169687986373901367e+00,1.221856355667114258e+00,1.171849846839904785e+00
-3.344152271747589111e-01,7.871756553649902344e-01,-5.373655557632446289e-01,-3.932767808437347412e-01,-6.691347360610961914e-01,1.146319746971130371e+00,5.809817910194396973e-01,1.165810823440551758e+00,1.170652985572814941e+00,1.100324034690856934e+00
