1.820569753646850586e+00,1.913544535636901855e+00,-6.858263015747070312e-01,1.662239789962768555e+00,1.756461620330810547e+00,1.550387024879455566e+00,1.712111711502075195e+00,1.723171353340148926e+00,1.760691642761230469e+00,1.607953071594238281e+00
2.460099220275878906e+00,2.483434677124023438e+00,3.133321106433868408e-01,2.772159337997436523e+00,2.232835769653320312e+00,2.565735578536987305e+00,2.626793622970581055e+00,2.554241657257080078e+00,2.626709222793579102e+00,2.793859004974365234e+00
1.532765150070190430e+00,1.339683294296264648e+00,7.343049645423889160e-01,1.255998373031616211e+00,1.522924184799194336e+00,1.478582620620727539e+00,1.381675004959106445e+00,1.532566070556640625e+00,1.455928444862365723e+00,1.354731917381286621e+00
2.381908416748046875e+00,2.209932565689086914e+00,-1.415873527526855469e+00,2.751671791076660156e+00,1.477239251136779785e+00,2.539877653121948242e+00,2.295368432998657227e+00,2.622397184371948242e+00,2.127244234085083008e+00,2.422538280487060547e+00
1.255037665367126465e+00,1.138819813728332520e+00,-5.181745886802673340e-01,1.148935317993164062e+00,1.090320348739624023e+00,1.319501042366027832e+00,1.317768335342407227e+00,1.208618402481079102e+00,1.376728534698486328e+00,1.304381489753723145e+00
1.267935991287231445e+00,1.194216012954711914e+00,-1.706637144088745117e+00,1.297669887542724609e+00,1.048219680786132812e+00,1.244594454765319824e+00,1.136801242828369141e+00,1.314217567443847656e+00,9.925910234451293945e-01,1.232672452926635742e+00
5.889341831207275391e-01,4.932412207126617432e-01,5.678941011428833008e-01,5.947073101997375488e-01,5.178418159484863281e-01,6.341842412948608398e-01,4.104396700859069824e-01,5.905877351760864258e-01,7.070831060409545898e-01,6.183350682258605957e-01
1.339187502861022949e+00,1.684363126754760742e+00,-2.605009973049163818e-01,1.333505392074584961e+00,1.402830719947814941e+00,1.581313848495483398e+00,1.640333533287048340e+00,1.544541597366333008e+00,1.448919892311096191e+00,1.506623625755310059e+00
5.534631252288818359e+00,6.403583526611328125e+00,1.264521694183349609e+01,5.201540470123291016e+00,7.890938282012939453e+00,5.252534389495849609e+00,5.982243061065673828e+00,5.142960071563720703e+00,6.081974029541015625e+00,5.434376239776611328e+00
1.098852515220642090e+00,8.718393445014953613e-01,1.406790256500244141e+00,1.184648990631103516e+00,1.133085250854492188e+00,1.090001344680786133e+00,1.197293281555175781e+00,1.002214670181274414e+00,1.068855762481689453e+00,1.002129793167114258e+00
