1.098941087722778320e+00,1.101652145385742188e+00,-2.567409753799438477e+00
3.789867460727691650e-01,-1.638515353202819824e+00,-3.849223852157592773e+00
5.045271515846252441e-01,1.402955353260040283e-01,-2.436503410339355469e+00
-1.823912978172302246e+00,-3.546945095062255859e+00,-1.167182540893554688e+01
-3.409153938293457031e+00,-4.168084144592285156e+00,-4.005030155181884766e+00
-6.432551145553588867e-01,-2.776995658874511719e+00,-7.231009483337402344e+00
3.867241144180297852e-01,-3.481787741184234619e-01,-2.239945173263549805e+00
6.030512452125549316e-01,4.101120233535766602e-01,-3.460387706756591797e+00
2.381419092416763306e-01,3.895772099494934082e-01,-1.142618942260742188e+01
-1.448403358459472656e+00,-2.436931371688842773e+00,-3.997372865676879883e+00
