-1.596824973821640015e-01,-8.173207044601440430e-01,-1.797636032104492188e+00
-3.028986155986785889e-01,-5.123773217201232910e-01,-8.927332162857055664e-01
-9.786175936460494995e-02,-4.783502593636512756e-02,-7.579766511917114258e-01
7.529109716415405273e-01,5.028430223464965820e-01,-1.239551067352294922e+00
-8.138926625251770020e-01,-8.186638355255126953e-01,-1.151934862136840820e+00
1.282590389251708984e+00,1.356976270675659180e+00,1.291230201721191406e+00
-1.659268140792846680e-01,-2.819156944751739502e-01,-7.398190498352050781e-01
-1.600501239299774170e-01,-3.573363125324249268e-01,-9.965372085571289062e-01
4.245064556598663330e-01,2.618897557258605957e-01,-1.245200037956237793e+00
-5.286386013031005859e-01,-6.417489051818847656e-01,-2.062972784042358398e+00
-7.283174395561218262e-01,-8.826220631599426270e-01,-7.084412574768066406e-01
2.927364408969879150e-01,2.194670289754867554e-01,-9.550698399543762207e-01
7.961648516356945038e-03,9.412779659032821655e-02,-8.896320462226867676e-01
-6.197475790977478027e-01,-8.308565616607666016e-01,-1.221204519271850586e+00
5.499369502067565918e-01,7.682073712348937988e-01,1.445917010307312012e+00
1.661669611930847168e+00,1.414702177047729492e+00,-1.804125189781188965e+00
4.544157385826110840e-01,1.559261083602905273e-01,-1.244908809661865234e+00
3.271659016609191895e-01,7.642873376607894897e-02,-1.135252714157104492e+00
-2.506399452686309814e-01,-1.636891961097717285e+00,-6.148285388946533203e+00
9.905784577131271362e-02,6.280196905136108398e-01,1.302367448806762695e+00
